"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"MALPHITE","FUERZA IMPARABLE","false","R","Malphite se lanza hacia una ubicación a gran velocidad, inflige daño a los enemigos y los lanza por los aires.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0054/ability_0054_R1.mp4"
"MALZAHAR","ALTERACIÓN DEL VACÍO","true","p","Cuando lleva un tiempo sin sufrir daño ni efectos de control de adversario, Malzahar obtiene una gran reducción de daño e inmunidad al control de adversario. Perdurará unos instantes tras sufrir daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0090/ability_0090_P1.mp4"
"MALZAHAR","LLAMADA DEL VACÍO","false","Q","Malzahar abre dos portales al Vacío. Tras unos instantes, disparan proyectiles que infligen daño mágico y silencian a los campeones enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0090/ability_0090_Q1.mp4"
"MALZAHAR","ENJAMBRE DEL VACÍO","false","W","Malzahar invoca entes del Vacío que atacan a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0090/ability_0090_W1.mp4"
"MALZAHAR","VISIONES MALÉFICAS","false","E","Malzahar infecta la mente de su objetivo con crueles visiones sobre su muerte, lo que le provoca daño prolongado. Las visiones se reiniciarán si usa sus otros hechizos contra ese objetivo. Si el objetivo muere mientras se encuentra afectado por las visiones, estas pasan a una unidad enemiga cercana y Malzahar obtiene maná. Los entes del Vacío de Malzahar se sienten atraídos por las unidades afectadas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0090/ability_0090_E1.mp4"
"MALZAHAR","TENAZA INFERNAL","false","R","Malzahar canaliza la esencia del Vacío para suprimir a un campeón enemigo en una zona de energía negativa y dañina.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0090/ability_0090_R1.mp4"
"MAOKAI","ABSORCIÓN DE MAGIA","true","p","Los ataques básicos de Maokai también lo curan e infligen daño adicional tras un enfriamiento moderado. Cada vez que Maokai lanza un hechizo o es golpeado por un hechizo enemigo, este enfriamiento se reduce.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0057/ability_0057_P1.mp4"
"MAOKAI","ZARZAL OPRESOR","false","Q","Maokai derriba a los enemigos cercanos con una onda de choque que les causa daño mágico y los ralentiza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0057/ability_0057_Q1.mp4"
"MAOKAI","AVANCE RETORCIDO","false","W","Maokai se retuerce para convertirse en una masa de raíces móviles, se vuelve invulnerable y se lanza hacia el objetivo. Al llegar, inmoviliza al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0057/ability_0057_W1.mp4"
"MAOKAI","LANZAMIENTO DE PIMPOLLO","false","E","Maokai lanza un pimpollo a la zona seleccionada para que la vigile. Es más efectivo en la maleza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0057/ability_0057_E1.mp4"
"MAOKAI","GARRAS DE LA NATURALEZA","false","R","Maokai invoca un muro de zarzas y pinchos enorme que avanza lentamente hacia delante e inmoviliza y daña a los enemigos en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0057/ability_0057_R1.mp4"
"MILIO","¡AL CALORCITO!","true","p","Las habilidades de Milio hechizan a sus aliados al tocarlos, lo que hace que la próxima vez que inflijan daño también generen una explosión de daño adicional y quemen a su objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0902/ability_0902_P1.mp4"
"MILIO","ULTRAMEGAPATADA ARDIENTE","false","Q","Patea una bola que empuja a un enemigo. La bola sale disparada hacia arriba y cae sobre el enemigo, lo que inflige daño y ralentiza a los enemigos de la zona al impactar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0902/ability_0902_Q1.mp4"
"MILIO","HOGUERA RECONFORTANTE","false","W","Crea un área de potenciación que cura a los aliados y aumenta el alcance de quienes se encuentran en su interior. El área sigue al aliado más cercano al punto de lanzamiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0902/ability_0902_W1.mp4"
"MILIO","ABRAZOS CÁLIDOS","false","E","Milio lanza un escudo a un aliado, lo que aumenta temporalmente su velocidad de movimiento. Esta habilidad tiene 2 cargas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0902/ability_0902_E1.mp4"
"MILIO","ALIENTO VITAL","false","R","Milio lanza una ola de llamas reconfortantes que cura y elimina los efectos de control de adversario de los aliados que se encuentren a su alcance.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0902/ability_0902_R1.mp4"
"MISS FORTUNE","CACHETE","true","p","Miss Fortune inflige daño físico adicional cada vez que golpea con un ataque básico a un nuevo objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0021/ability_0021_P1.mp4"
"MISS FORTUNE","REDOBLE","false","Q","Miss Fortune dispara una bala a un enemigo que daña a este y a un objetivo que esté detrás. Ambos golpes pueden aplicar los efectos de Cachete.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0021/ability_0021_Q1.mp4"
"MISS FORTUNE","ALARDE","false","W","Si no la atacan, Miss Fortune recibe velocidad de movimiento de forma pasiva. Esta habilidad puede activarse para aumentar la velocidad de ataque durante un breve periodo de tiempo. Mientras está en enfriamiento, Cachete reduce el enfriamiento restante de Alarde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0021/ability_0021_W1.mp4"
"MISS FORTUNE","QUE LLUEVA","false","E","Miss Fortune revela una zona con una lluvia de balas, infligiendo oleadas de daño a los oponentes y ralentizándolos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0021/ability_0021_E1.mp4"
"MISS FORTUNE","LLUVIA DE BALAS","false","R","Miss Fortune canaliza una lluvia de balas en un cono frente a ella, infligiendo una gran cantidad de daño a los enemigos. Cada oleada de Lluvia de balas puede asestar impactos críticos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0021/ability_0021_R1.mp4"
"MORDEKAISER","EL AUGE DE LA OSCURIDAD","true","p","Mordekaiser obtiene una poderosa aura de daño y velocidad de movimiento después de acertar tres ataques o habilidades contra campeones o monstruos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0082/ability_0082_P1.mp4"
"MORDEKAISER","ANIQUILACIÓN","false","Q","Mordekaiser golpea el suelo con su maza e inflige daño a todos los enemigos golpeados. El daño aumenta cuando golpea a un solo objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0082/ability_0082_Q1.mp4"
"MORDEKAISER","INDESTRUCTIBLE","false","W","Mordekaiser almacena el daño infligido para generar un escudo. Puede consumir el escudo para curarse.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0082/ability_0082_W1.mp4"
"MORDEKAISER","ABRAZO DE LA MUERTE","false","E","Mordekaiser atrae a todos los enemigos de una zona.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0082/ability_0082_E1.mp4"
"MORDEKAISER","REINO DE LA MUERTE","false","R","Mordekaiser arrastra a su víctima a otra dimensión y le roba una parte de sus estadísticas. Si consigue matarla, se queda con las estadísticas robadas hasta que la víctima vuelva a aparecer en la fuente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0082/ability_0082_R1.mp4"
"MORGANA","ABSORBEALMAS","true","p","Morgana absorbe el espíritu de sus enemigos y se cura cuando sus hechizos dañan a campeones, súbditos grandes y monstruos gigantes y medianos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0025/ability_0025_P1.webm"
"MORGANA","HECHIZO OSCURO","false","Q","Morgana atrapa y detiene con magia negra a un enemigo, lo hace experimentar todo el dolor que ha causado y le inflige daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0025/ability_0025_Q1.mp4"
"MORGANA","SOMBRA ATORMENTADA","false","W","Morgana invoca a una sombra maldita en una zona e inflige daño a todos los enemigos que osen caminar sobre su círculo de oscuridad. Reciben daño mágico prologando que aumenta en función de la vida que les falte.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0025/ability_0025_W1.mp4"
"MORGANA","ESCUDO NEGRO","false","E","Morgana escuda a un aliado con una barrera protectora de fuego estelar que absorbe daño mágico e impide que se apliquen efectos incapacitantes hasta que se haya roto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0025/ability_0025_E1.mp4"
"MORGANA","GRILLETES DEL ALMA","false","R","Morgana desata todo el potencial de su poder celestial, se suelta las alas y flota sobre el suelo. Lanza cadenas de oscuro dolor hacia los campeones enemigos, lo que le otorga velocidad de movimiento al dirigirse hacia ellos. Las cadenas ralentizan e infligen daño inicialmente y, después de un breve retardo, aturden a todos aquellos que no hayan conseguido liberarse de ellas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0025/ability_0025_R1.mp4"
"NAAFIRI","CARNE FRESCA","true","p","Naafiri genera miembros de la manada que atacan a los objetivos de sus ataques y habilidades.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0950/ability_0950_P1.mp4"
"NAAFIRI","DAGAS DE LOS OSCUROS","false","Q","Naafiri lanza hasta dos dagas que aplican sangrado o daño adicional si el objetivo ya está sangrando. Los miembros de la manada atacan a los enemigos alcanzados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0950/ability_0950_Q1.mp4"
"NAAFIRI","PERSECUCIÓN SABUESA","false","W","Naafiri y su manada se deslizan hasta un enemigo, chocando contra el primer enemigo alcanzado al que le inflige daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0950/ability_0950_W1.mp4"
"NAAFIRI","DESTRIPAR","false","E","Naafiri se desliza e inflige daño a los enemigos en una zona a su alrededor. Tras esto, llama a su manada y la cura al máximo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0950/ability_0950_E1.mp4"
"NAAFIRI","LLAMADA DE LA MANADA","false","R","Naafiri potencia a su manada y genera más miembros. Obtiene una mejora de velocidad y de visión al instante. Al atacar a un campeón por primera vez, también obtiene un escudo. Al matar a un campeón por primera vez, se reinician todos los efectos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0950/ability_0950_R1.mp4"
"NAMI","OLEAJE","true","p","Cuando las habilidades de Nami impactan sobre campeones aliados, obtienen velocidad de movimiento durante unos instantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0267/ability_0267_P1.mp4"
"NAMI","PRISIÓN DE AGUA","false","Q","Lanza una burbuja a la zona objetivo que inflige daño y aturde a todos los enemigos al impactar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0267/ability_0267_Q1.mp4"
"NAMI","RESACA Y OLEADA","false","W","Libera una corriente de agua que rebota entre campeones aliados y enemigos, de forma que cura a los aliados e inflige daño a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0267/ability_0267_W1.mp4"
"NAMI","BENDICIÓN DE LA MAREA","false","E","Potencia a un campeón aliado durante un breve periodo de tiempo. Los hechizos y ataques básicos del aliado infligen daño mágico adicional y ralentizan al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0267/ability_0267_E1.mp4"
"NAMI","MAREMOTO","false","R","Invoca un gigantesco maremoto que derriba, ralentiza e inflige daño a los enemigos. Los aliados alcanzados se benefician del efecto de Oleaje multiplicado por dos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0267/ability_0267_R1.mp4"
"NASUS","DEVORADOR DE ALMAS","true","p","Nasus drena la energía espiritual de su enemigo, lo que le proporciona robo de vida adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0075/ability_0075_P1.mp4"
"NASUS","GOLPE ABSORBENTE","false","Q","Nasus golpea a su enemigo e inflige daño. Si mata a su objetivo, aumenta el poder de sus siguientes golpes absorbentes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0075/ability_0075_Q1.mp4"
"NASUS","MARCHITAR","false","W","Nasus envejece al campeón enemigo, reduciéndole progresivamente la velocidad de movimiento y la velocidad de ataque durante un período de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0075/ability_0075_W1.mp4"
"NASUS","FUEGO ESPIRITUAL","false","E","Nasus desata una llama espiritual en un punto, dañando a los enemigos cercanos y reduciendo su armadura.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0075/ability_0075_E1.mp4"
"NASUS","FURIA DE LAS ARENAS","false","R","Nasus desata una poderosa tormenta de arena que azota a los enemigos cercanos. Mientras ruge la tormenta, obtiene una bonificación de vida y alcance de ataque. Daña a los enemigos cercanos y otorga armadura y resistencia mágica adicionales. Además, el enfriamiento de Golpe absorbente se reduce.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0075/ability_0075_R1.mp4"
"NAUTILUS","GOLPE MAESTRO","true","p","El primer ataque de Nautilus contra un objetivo inflige daño físico adicional y lo inmoviliza brevemente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0111/ability_0111_P1.mp4"
"NAUTILUS","LÍNEA DE DRAGADO","false","Q","Nautilus arroja su ancla. Si impacta con un enemigo, arrastra a ambos hasta una posición intermedia e inflige daño mágico. Si impacta contra un obstáculo, Nautilus se propulsa hacia él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0111/ability_0111_Q1.mp4"
"NAUTILUS","IRA DEL TITÁN","false","W","Nautilus obtiene un escudo temporal. Mientras está activo, sus ataques infligen daño prolongado a su objetivo y a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0111/ability_0111_W1.mp4"
"NAUTILUS","AGUAS REVUELTAS","false","E","Nautilus crea tres ondas de explosiones a su alrededor. Cada explosión inflige daño y ralentiza a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0111/ability_0111_E1.mp4"
"NAUTILUS","CARGA DE PROFUNDIDAD","false","R","Nautilus lanza una onda expansiva al suelo que persigue al rival. Esta onda expansiva hace pedazos la tierra, lo que provoca que los enemigos salten por los aires. Cuando alcanza al enemigo, la onda expansiva estalla y los enemigos saltan por los aires y quedan aturdidos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0111/ability_0111_R1.mp4"
"NEEKO","ENCANTO INNATO","true","p","Neeko puede adquirir la apariencia de un campeón aliado. Recibir daño de un campeón enemigo o lanzar hechizos de daño hace que pierda el disfraz.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0518/ability_0518_P1.mp4"
"NEEKO","ESTALLIDO FLORECIENTE","false","Q","Neeko lanza una semilla que inflige daño mágico. La semilla vuelve a brotar si alcanza a campeones o si mata a alguna unidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0518/ability_0518_Q1.mp4"
"NEEKO","DUPLICAFORMAS","false","W","Cada tres ataques, Neeko inflige daño mágico adicional de forma pasiva. Neeko puede activar la habilidad para enviar a un clon en una dirección.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0518/ability_0518_W1.mp4"
"NEEKO","MARAÑA DE PÚAS","false","E","Neeko dispara una maraña que inflige daño e inmoviliza a todo lo que atraviesa. Si la maraña mata a un enemigo o atraviesa a un campeón, se vuelve más grande, más rápida e inmoviliza durante más tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0518/ability_0518_E1.mp4"
"NEEKO","BROTE SORPRESA","false","R","Tras prepararse brevemente, Neeko pega un salto en el aire. Al aterrizar, daña y levanta por los aires a los enemigos cercanos. La preparación no puede verse si Neeko está disfrazada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0518/ability_0518_R1.mp4"
"NIDALEE","ACECHO","true","p","Moverse por la maleza aumenta la velocidad de movimiento de Nidalee un 10% durante 2 s. El aumento es del 30% si se mueve hacia campeones enemigos visibles a una distancia de 1400 o menos. Si daña a algún campeón o monstruo con Jabalina o Emboscada, se activa una Cacería contra él durante 4 s, lo que le otorga visión verdadera del objetivo y un 10% de velocidad de movimiento adicional (un 30% en dirección al objetivo Cazado). Además, cuando use Tumbar y Asalto contra él será más eficaz.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0076/ability_0076_P1.mp4"
"NIDALEE","JABALINA / TUMBAR","false","Q","En forma humana, Nidalee lanza a su objetivo una jabalina cuyo daño aumenta proporcionalmente a la distancia. Como felino, intentará herir de muerte a su objetivo con su siguiente ataque, causándole más daño cuanta menos vida le quede.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0076/ability_0076_Q1.mp4"
"NIDALEE","EMBOSCADA / ASALTO","false","W","En forma humana, Nidalee coloca una trampa para rivales incautos que revela y causa daño a quien la acciona. Como felino, salta en una dirección y causa daño de área donde aterriza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0076/ability_0076_W1.mp4"
"NIDALEE","TENSIÓN PRIMARIA / ZARPAZO","false","E","En forma humana, Nidalee concentra el poder del espíritu felino para sanar a sus aliados y otorgarles velocidad de ataque durante un breve periodo de tiempo. Como felino, lanza zarpazos en una dirección e inflige daño a los enemigos que tiene delante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0076/ability_0076_E1.mp4"
"NIDALEE","ASPECTO FELINO","false","R","Nidalee se transforma en felino salvaje, con lo que obtiene habilidades nuevas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0076/ability_0076_R1.mp4"
"NILAH","JÚBILO SIN FIN","true","p","Nilah obtiene experiencia adicional por asestar el último golpe a súbditos, además de la capacidad de mejorar y compartir la curación y los escudos de los aliados cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0895/ability_0895_P1.mp4"
"NILAH","HOJA SIN FORMA","false","Q","Con un chasquido de su espada látigo, Nilah daña a todos los enemigos golpeados en una línea recta en la dirección elegida. Esta acción aumenta brevemente el alcance de sus ataques.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0895/ability_0895_Q1.mp4"
"NILAH","VELO EXULTANTE","false","W","Nilah se envuelve en niebla, lo que aumenta su velocidad de movimiento y le permite esquivar con elegancia todos los ataques que reciba. Los aliados a los que toque durante la duración de la niebla también obtendrán este efecto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0895/ability_0895_W1.mp4"
"NILAH","ESTELA","false","E","Nilah se desliza hacia su objetivo con entusiasmo e inflige daño a todos los enemigos a los que atraviesa.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0895/ability_0895_E1.mp4"
"NILAH","APOTEOSIS","false","R","Haciendo girar su espada látigo con gran regocijo, Nilah inflige daño a los enemigos que la rodean y los atrae hacia ella.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0895/ability_0895_R1.mp4"
"NOCTURNE","ESPADAS OSCURAS","true","p","Cada pocos segundos, el siguiente ataque de Nocturne golpea a los enemigos cercanos, inflige daño físico adicional y lo cura. Los ataques básicos de Nocturne reducen este enfriamiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0056/ability_0056_P1.mp4"
"NOCTURNE","PORTADOR DEL ANOCHECER","false","Q","Nocturne lanza una espada de sombras que inflige daño, deja un rastro de oscuridad y provoca que los campeones dejen un rastro de oscuridad. Dentro de dicho rastro, Nocturne puede moverse entre unidades y ve incrementada su velocidad de movimiento y daño de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0056/ability_0056_Q1.mp4"
"NOCTURNE","VELO DE OSCURIDAD","false","W","Nocturne potencia sus espadas, ganando velocidad de ataque de forma pasiva. Utilizar Velo de oscuridad le permite a Nocturne perderse en las sombras, creando una barrera mágica que bloquea la habilidad de un enemigo y, en caso de tener éxito, dobla su velocidad de ataque pasiva.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0056/ability_0056_W1.mp4"
"NOCTURNE","HORROR INENARRABLE","false","E","Nocturne planta una pesadilla en la mente de su objetivo, que inflige daño cada segundo y aplica miedo al objetivo si este no sale de su alcance antes de que concluya la duración del hechizo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0056/ability_0056_E1.mp4"
"NOCTURNE","PARANOIA","false","R","Nocturne reduce el radio de visión de todos los campeones enemigos y elimina su visión de los aliados. Entonces, puede lanzarse hacia un campeón enemigo cercano.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0056/ability_0056_R1.mp4"
"NUNU Y WILLUMP","LLAMADA DE FRELJORD","true","p","Nunu aumenta la velocidad de ataque y de movimiento de Willump y de un aliado cercano, y hace que los ataques básicos de Willump inflijan daño a los enemigos de alrededor del objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0020/ability_0020_P1.mp4"
"NUNU Y WILLUMP","VORACIDAD","false","Q","Willump muerde a un súbdito, monstruo o campeón enemigo, lo que le inflige daño y restaura su propia vida.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0020/ability_0020_Q1.mp4"
"NUNU Y WILLUMP","¡LA BOLA MÁS GRANDE DE LA HISTORIA!","false","W","Willump hace una bola de nieve que aumenta en tamaño y velocidad mientras la hace rodar. La bola de nieve inflige daño a los enemigos y los lanza por los aires.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0020/ability_0020_W1.mp4"
"NUNU Y WILLUMP","ALUD DE BOLAS","false","E","Nunu lanza varias bolas de nieve que dañan a los enemigos. Una vez ha terminado, Willump inmoviliza a todos los campeones o monstruos gigantes que hayan recibido el impacto de una bola de nieve.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0020/ability_0020_E1.mp4"
"NUNU Y WILLUMP","CERO ABSOLUTO","false","R","Nunu y Willump generan un poderoso torbellino en un área que ralentiza a los enemigos e inflige un montón de daño al final.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0020/ability_0020_R1.mp4"
"OLAF","FURIA BERSERKER","true","p","Olaf obtiene velocidad de ataque y robo de vida según la vida que le falte.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0002/ability_0002_P1.mp4"
"OLAF","LANZAMIENTO","false","Q","Olaf lanza un hacha que impacta en la ubicación seleccionada. Inflige daño a los enemigos que atraviesa y reduce su armadura y su velocidad de movimiento. Si Olaf recoge el hacha, el enfriamiento de la habilidad se restablece.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0002/ability_0002_Q1.mp4"
"OLAF","AGUANTE","false","W","Aumenta la velocidad de ataque de Olaf, reduce el daño recibido y obtiene un escudo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0002/ability_0002_W1.mp4"
"OLAF","EMBESTIDA TEMERARIA","false","E","Olaf ataca con tal fuerza que causa daño verdadero a su objetivo y a sí mismo, pero el daño autoinfligido se recupera si destruye al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0002/ability_0002_E1.mp4"
"OLAF","RAGNAROK","false","R","Olaf gana armadura y resistencia mágica de forma pasiva. Puede activar esta habilidad para volverse inmune a las incapacitaciones siempre y cuando siga atacando.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0002/ability_0002_R1.mp4"
"ORIANNA","DANDO CUERDA","true","p","Los ataques de Orianna infligen daño mágico adicional. El daño aumenta conforme Orianna sigue atacando al mismo objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0061/ability_0061_P1.mp4"
"ORIANNA","ORDEN: ATACAR","false","Q","Orianna ordena a La Bola que salga disparada hacia una ubicación, lo que inflige daño mágico a los objetivos que encuentre en el camino (inflige menos daño a cada objetivo subsiguiente). Después, La Bola permanece en esa ubicación.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0061/ability_0061_Q1.mp4"
"ORIANNA","ORDEN: DISONANCIA","false","W","Orianna ordena a La Bola que libere un pulso de energía que inflige daño mágico a su alrededor, lo cual crea una zona que acelera a los aliados y ralentiza a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0061/ability_0061_W1.mp4"
"ORIANNA","ORDEN: PROTEGER","false","E","Orianna ordena a La Bola que se adhiera a un campeón aliado, le otorga un escudo e inflige daño mágico a los enemigos que atraviese a su paso. Además, La Bola otorga armadura y resistencia mágica adicional al campeón que protege.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0061/ability_0061_E1.mp4"
"ORIANNA","ORDEN: ONDA DE CHOQUE","false","R","Orianna ordena a La Bola que desencadene una onda de choque que inflige daño mágico y lanza a los enemigos cercanos hacia esta última después de unos instantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0061/ability_0061_R1.mp4"
"ORNN","FORJA VIVIENTE","true","p","Ornn obtiene armadura adicional y resistencia mágica de todas las fuentes. Ornn puede gastar oro para forjar objetos no consumibles en cualquier lugar. Además, puede crear objetos selectos para él y para sus aliados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0516/ability_0516_P1.mp4"
"ORNN","RUPTURA VOLCÁNICA","false","Q","Ornn golpea el suelo y crea una fisura que inflige daño y ralentiza a los enemigos golpeados. Tras unos breves instantes, se forma un pilar de magma en la ubicación final.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0516/ability_0516_Q1.mp4"
"ORNN","ALIENTO DE FUELLE","false","W","Ornn avanza mientras escupe fuego. A los enemigos a los que alcance la última llamarada se les aplicará el efecto quebradizo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0516/ability_0516_W1.mp4"
"ORNN","CARGA CANDENTE","false","E","Ornn carga e inflige daño a los enemigos sobre los que pasa. Si Ornn choca contra algún obstáculo del terreno mientras carga, el impacto crea una onda expansiva a su alrededor que inflige daño y lanza por los aires a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0516/ability_0516_E1.mp4"
"ORNN","LLAMADA DEL DIOS DE LA FORJA","false","R","Ornn invoca un gólem de fuego enorme en una ubicación que se dirige hacia él con una velocidad creciente. El gólem ralentiza, daña y aplica el efecto quebradizo a los enemigos sobre los que pasa. Ornn puede volver a lanzar la habilidad para cargar hacia el gólem de fuego y redirigirlo en la dirección en la que lo golpea. El gólem derriba a los enemigos golpeados, les inflige el mismo daño y les vuelve a aplicar el efecto quebradizo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0516/ability_0516_R1.mp4"
"PANTHEON","VOLUNTAD MORTAL","true","p","Cada pocos hechizos o ataques, la siguiente habilidad de Pantheon estará potenciada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0080/ability_0080_P1.mp4"
"PANTHEON","LANZA COMETA","false","Q","Pantheon embiste con su lanza o la arroja en la dirección objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0080/ability_0080_Q1.mp4"
"PANTHEON","SALTO CON ESCUDO","false","W","Pantheon se desliza hasta un objetivo, le inflige daño y lo aturde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0080/ability_0080_W1.mp4"
"PANTHEON","ASALTO PROTECTOR","false","E","Pantheon alza su escudo, se vuelve invulnerable a los ataques frontales y golpea repetidamente con su lanza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0080/ability_0080_E1.mp4"
"PANTHEON","GRAN DESCARGA ESTELAR","false","R","Pantheon se prepara para saltar por los aires y aterriza en una ubicación objetivo como un cometa.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0080/ability_0080_R1.mp4"
"POPPY","EMBAJADORA DE HIERRO","true","p","Poppy lanza su broquel, el cual rebotará en el objetivo. Podrá recogerlo para obtener un escudo temporal.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0078/ability_0078_P1.mp4"
"POPPY","IMPACTO DE MARTILLO","false","Q","Poppy usa su martillo, inflige daño y crea una zona que ralentizará a los enemigos y explotará tras un breve lapso de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0078/ability_0078_Q1.mp4"
"POPPY","ENTEREZA INALTERABLE","false","W","Poppy gana armadura y resistencia mágica de forma pasiva. La bonificación aumenta cuando tiene poca vida. Poppy puede activar Entereza inalterable para obtener velocidad de movimiento y evitar que los enemigos se deslicen a su alrededor. Si detiene un deslizamiento, el enemigo queda ralentizado y anclado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0078/ability_0078_W1.mp4"
